id,route,kind,source_file,line,snippet,expected_behavior,status,evidence,notes
INT-00092,/insurance,change-handler,apps/frontend/src/app/(dashboard)/insurance/page.tsx,362,"<select name=""interval"" value={form.interval} onChange={(e) => setForm({ ...form, interval: e.target.value })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/insurance/page.tsx:362,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00093,/insurance,input,apps/frontend/src/app/(dashboard)/insurance/page.tsx,370,"<input name=""provider"" placeholder=""Anbieter *"" value={form.provider} onChange={(e) => setForm({ ...form, provider: e.target.value })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/insurance/page.tsx:370,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00094,/insurance,change-handler,apps/frontend/src/app/(dashboard)/insurance/page.tsx,370,"<input name=""provider"" placeholder=""Anbieter *"" value={form.provider} onChange={(e) => setForm({ ...form, provider: e.target.value })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/insurance/page.tsx:370,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00095,/insurance,input,apps/frontend/src/app/(dashboard)/insurance/page.tsx,374,"<input name=""policyNumber"" placeholder=""Versicherungsnummer"" value={form.policyNumber} onChange={(e) => setForm({ ...form, policyNumber: e.target.value })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/insurance/page.tsx:374,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00096,/insurance,change-handler,apps/frontend/src/app/(dashboard)/insurance/page.tsx,374,"<input name=""policyNumber"" placeholder=""Versicherungsnummer"" value={form.policyNumber} onChange={(e) => setForm({ ...form, policyNumber: e.target.value })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/insurance/page.tsx:374,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00097,/insurance,input,apps/frontend/src/app/(dashboard)/insurance/page.tsx,376,"<input name=""premium"" placeholder=""Beitrag (z.B. 89,90)"" value={form.premium} onChange={(e) => setForm({ ...form, premium: e.target.value })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/insurance/page.tsx:376,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00098,/insurance,change-handler,apps/frontend/src/app/(dashboard)/insurance/page.tsx,376,"<input name=""premium"" placeholder=""Beitrag (z.B. 89,90)"" value={form.premium} onChange={(e) => setForm({ ...form, premium: e.target.value })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/insurance/page.tsx:376,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00099,/insurance,input,apps/frontend/src/app/(dashboard)/insurance/page.tsx,381,"<input name=""startDate"" type=""date"" value={form.startDate} onChange={(e) => setForm({ ...form, startDate: e.target.value })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/insurance/page.tsx:381,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00100,/insurance,change-handler,apps/frontend/src/app/(dashboard)/insurance/page.tsx,381,"<input name=""startDate"" type=""date"" value={form.startDate} onChange={(e) => setForm({ ...form, startDate: e.target.value })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/insurance/page.tsx:381,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00101,/insurance,input,apps/frontend/src/app/(dashboard)/insurance/page.tsx,383,"<input name=""cancellationPeriodDays"" type=""number"" placeholder=""Kündigungsfrist (Tage)"" value={form.cancellationPeriodDays} onChange={(e) => setForm({ ...form, cancellationPeriodDays: e.target.value })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/insurance/page.tsx:383,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00102,/insurance,change-handler,apps/frontend/src/app/(dashboard)/insurance/page.tsx,383,"<input name=""cancellationPeriodDays"" type=""number"" placeholder=""Kündigungsfrist (Tage)"" value={form.cancellationPeriodDays} onChange={(e) => setForm({ ...form, cancellationPeriodDays: e.target.value })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/insurance/page.tsx:383,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00103,/insurance,input,apps/frontend/src/app/(dashboard)/insurance/page.tsx,387,"<input name=""endsAt"" type=""date"" placeholder=""Nächstmögliches Kündigungsdatum"" value={form.endsAt} onChange={(e) => setForm({ ...form, endsAt: e.target.value })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/insurance/page.tsx:387,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00104,/insurance,change-handler,apps/frontend/src/app/(dashboard)/insurance/page.tsx,387,"<input name=""endsAt"" type=""date"" placeholder=""Nächstmögliches Kündigungsdatum"" value={form.endsAt} onChange={(e) => setForm({ ...form, endsAt: e.target.value })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/insurance/page.tsx:387,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00105,/insurance,input,apps/frontend/src/app/(dashboard)/insurance/page.tsx,393,"<input name=""contactName"" placeholder=""Ansprechpartner"" value={form.contactName} onChange={(e) => setForm({ ...form, contactName: e.target.value })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/insurance/page.tsx:393,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00106,/insurance,change-handler,apps/frontend/src/app/(dashboard)/insurance/page.tsx,393,"<input name=""contactName"" placeholder=""Ansprechpartner"" value={form.contactName} onChange={(e) => setForm({ ...form, contactName: e.target.value })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/insurance/page.tsx:393,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00107,/insurance,input,apps/frontend/src/app/(dashboard)/insurance/page.tsx,396,"<input name=""contactPhone"" placeholder=""Telefon"" value={form.contactPhone} onChange={(e) => setForm({ ...form, contactPhone: e.target.value })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/insurance/page.tsx:396,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00108,/insurance,change-handler,apps/frontend/src/app/(dashboard)/insurance/page.tsx,396,"<input name=""contactPhone"" placeholder=""Telefon"" value={form.contactPhone} onChange={(e) => setForm({ ...form, contactPhone: e.target.value })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/insurance/page.tsx:396,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00109,/insurance,input,apps/frontend/src/app/(dashboard)/insurance/page.tsx,398,"<input name=""contactEmail"" type=""email"" placeholder=""E-Mail"" value={form.contactEmail} onChange={(e) => setForm({ ...form, contactEmail: e.target.value })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/insurance/page.tsx:398,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00110,/insurance,change-handler,apps/frontend/src/app/(dashboard)/insurance/page.tsx,398,"<input name=""contactEmail"" type=""email"" placeholder=""E-Mail"" value={form.contactEmail} onChange={(e) => setForm({ ...form, contactEmail: e.target.value })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/insurance/page.tsx:398,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00111,/insurance,textarea,apps/frontend/src/app/(dashboard)/insurance/page.tsx,404,"<textarea name=""notes"" placeholder=""Notizen"" rows={3} value={form.notes} onChange={(e) => setForm({ ...form, notes: e.target.value })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/insurance/page.tsx:404,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00112,/insurance,change-handler,apps/frontend/src/app/(dashboard)/insurance/page.tsx,404,"<textarea name=""notes"" placeholder=""Notizen"" rows={3} value={form.notes} onChange={(e) => setForm({ ...form, notes: e.target.value })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/insurance/page.tsx:404,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00113,/insurance,button,apps/frontend/src/app/(dashboard)/insurance/page.tsx,408,<button onClick={onClose},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/insurance/page.tsx:408,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00114,/insurance,click-handler,apps/frontend/src/app/(dashboard)/insurance/page.tsx,408,<button onClick={onClose},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/insurance/page.tsx:408,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00115,/insurance,button,apps/frontend/src/app/(dashboard)/insurance/page.tsx,411,<button onClick={() => {,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/insurance/page.tsx:411,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00116,/insurance,click-handler,apps/frontend/src/app/(dashboard)/insurance/page.tsx,411,<button onClick={() => {,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/insurance/page.tsx:411,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00117,/it-inventory,click-handler,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,77,"<div className=""fixed inset-0 z-50 flex items-center justify-center bg-black/50"" onClick={onClose}>",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx:77,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00118,/it-inventory,click-handler,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,78,"<div className=""bg-white dark:bg-zinc-900 rounded-xl shadow-2xl w-full max-w-lg p-6 mx-4 max-h-[90vh] overflow-y-auto"" onClick={(e) => e.stopPropagation()}>",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx:78,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00119,/it-inventory,input,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,83,"<input className=""w-full px-3 py-2 rounded-lg border border-zinc-300 dark:border-zinc-700 bg-transparent focus:outline-none focus:ring-2 focus:ring-amber-500"" placeholder=""z.B. Heimserver"" value={name} onChange={(e) => setName(e.target.valu",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx:83,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00120,/it-inventory,change-handler,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,83,"<input className=""w-full px-3 py-2 rounded-lg border border-zinc-300 dark:border-zinc-700 bg-transparent focus:outline-none focus:ring-2 focus:ring-amber-500"" placeholder=""z.B. Heimserver"" value={name} onChange={(e) => setName(e.target.valu",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx:83,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00121,/it-inventory,select,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,87,"<select className=""w-full px-3 py-2 rounded-lg border border-zinc-300 dark:border-zinc-700 bg-transparent focus:outline-none focus:ring-2 focus:ring-amber-500"" value={type} onChange={(e) => setType(e.target.value as DeviceType)}>",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx:87,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00122,/it-inventory,change-handler,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,87,"<select className=""w-full px-3 py-2 rounded-lg border border-zinc-300 dark:border-zinc-700 bg-transparent focus:outline-none focus:ring-2 focus:ring-amber-500"" value={type} onChange={(e) => setType(e.target.value as DeviceType)}>",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx:87,Source-inventoried and route rendered; control not individually mutated during safe audit
